,city,country,latitude,longitude,name,postalCode,state
516,Chesterfield,US,38,-90,McDonald's,63005,MO
517,Chesterfield,US,38,-90,Goodcents Deli Fresh Subs,63005,MO
518,Saint Charles,US,38,-90,Wendy's,63303,MO
519,Saint Charles,US,38,-90,McDonald's,63304,MO
520,Lake Saint Louis,US,38,-90,SONIC Drive In,63367,MO
521,Roanoke,US,33,-97,Whataburger,76262,TX
522,Saint Paul,US,45,-92,SUBWAY,55109,MN
523,Bessemer,US,33,-86,McDonald's,35022,AL
524,Farmington,US,44,-93,SUBWAY,55024,MN
525,Waynesboro,US,39,-77,McDonald's,17268,PA
526,Winchester,US,39,-78,McDonald's,22603,VA
527,Shippensburg,US,40,-77,McDonald's,17257,PA
529,O Fallon,US,38,-90,Wendy's,63366,MO
530,Lake Zurich,US,42,-88,Culver's,60047,IL
531,Port Saint Lucie,US,27,-80,Taco Bell,34953,FL
532,Port Saint Lucie,US,27,-80,McDonalds,34953,FL
533,Mandeville,US,30,-90,Wendy's,70448,LA
534,Covington,US,30,-90,Wendy's,70433,LA
535,Covington,US,30,-90,Wendy's,70433,LA
536,Oklahoma City,US,35,-97,Arby's,73132,OK
537,Oklahoma City,US,35,-97,Church's Chicken,73132,OK
538,Homestead,US,40,-79,KFC,15120,PA
539,Washington,US,42,-83,Wendy's,48095,MI
540,Harrison Township,US,42,-82,McDonald's,48045,MI
541,Wyoming,US,42,-85,Jimmy John's,49519,MI
542,Williamsburg,US,37,-76,McDonald's,23185,VA
543,Grand Rapids,US,42,-85,Taco Bell,49548,MI
544,Lincoln,US,41,-71,SUBWAY,2865,RI
545,Fort Myers,US,26,-81,Wendy's,33912,FL
546,Scarborough,US,43,-70,KFC / Taco Bell,4074,ME
547,Gastonia,US,35,-81,McDonald's,28052,NC
548,Matthews,US,35,-80,McDonald's,28104,NC
550,Julian,US,33,-116,Jacks Grocery,92036,CA
551,Elyria,US,41,-82,Taco Bell,44035,OH
552,Berea,US,41,-81,Mr Hero,44017,OH
553,Cleveland,US,41,-81,Wendy's,44130,OH
554,Mentor,US,41,-81,Wendy's,44060,OH
555,North Royalton,US,41,-81,Mr Hero,44133,OH
556,Flint,US,43,-83,McDonald's,48503,MI
557,Jackson,US,35,-88,Krystal,38305,TN
558,Fort Gratiot,US,43,-82,Taco Bell,48059,MI
559,Jackson,US,35,-88,Chick-fil-A,38305,TN
560,Port Charlotte,US,27,-82,Arby's,33948,FL
561,New York,US,40,-74,Chipotle Mexican Grill,10007,NY
562,New York,US,40,-73,SUBWAY®,10001,NY
564,Houston,US,29,-95,Whataburger,77040,TX
565,Jackson,US,40,-74,McDonald's,8527,NJ
566,Howell,US,40,-74,Taco Bell,7731,NJ
567,Howell,US,40,-74,Wendy's,7731,NJ
568,Brick,US,40,-74,McDonald's,8724,NJ
570,Hazleton,US,40,-76,Wendy's,18202,PA
571,Hazleton,US,40,-76,SONIC Drive In,18202,PA
572,West Bridgewater,US,42,-71,Wendy's,2379,MA
573,Austin,US,30,-97,SUBWAY,78738,TX
574,Marlton,US,39,-74,b.good,8053,NJ
575,Trenton,US,40,-74,Boston Market,8638,NJ
576,Manitowoc,US,44,-87,Arby's,54220,WI
577,Denham Springs,US,30,-90,McDonald's,70726,LA
578,Denham Springs,US,30,-90,McDonald's,70726,LA
579,Denham Springs,US,30,-90,Sonic Drive-In,70726,LA
580,Denham Springs,US,30,-90,Taco Bell,70726,LA
581,Painted Post,US,42,-77,Arby's,14870,NY
582,Petersburg,US,37,-77,McDonald's,23803,VA
583,Petersburg,US,37,-77,Hardee's,23803,VA
584,Irwin,US,40,-79,Dairy Queen,15642,PA
585,Fredericksburg,US,38,-77,McDonald's,22405,VA
586,Fredericksburg,US,38,-77,Wendy's,22407,VA
587,Fredericksburg,US,38,-77,Arby's,22408,VA
588,Algonquin,US,42,-88,McDonald's,60102,IL
589,Fredericksburg,US,38,-77,Taco Bell,22407,VA
590,Luray,US,38,-78,Hardee's,22835,VA
591,Luray,US,38,-78,McDonald's,22835,VA
592,Toms River,US,39,-74,Wendy's,8753,NJ
593,Toms River,US,39,-74,Burger King,8753,NJ
594,Toms River,US,39,-74,McDonald's,8753,NJ
595,Toms River,US,39,-74,Burger King,8753,NJ
596,Toms River,US,39,-74,Taco Bell,8753,NJ
597,Toms River,US,39,-74,Dunkin Donuts,8753,NJ
598,Berkeley Springs,US,39,-78,McDonald's,25411,WV
599,Cortland,US,41,-80,McDonald's,44410,OH
600,Joppa,US,39,-76,Wendy's,21085,MD
601,Panama City Beach,US,30,-85,Moe's Original Bar B Que,32413,FL
602,Stillwater,US,45,-92,Culver's,55082,MN
603,Saint Peters,US,38,-90,White Castle,63376,MO
604,Saint Peters,US,38,-90,McDonald's,63376,MO
605,Saint Charles,US,38,-90,Taco Bell,63304,MO
606,Saint Charles,US,38,-90,Taco Bell,63304,MO
607,Saint Charles,US,38,-90,Subway,63304,MO
608,Arnold,US,38,-90,Jimmy John's,63010,MO
609,O Fallon,US,38,-90,Taco Bell,63366,MO
610,O Fallon,US,38,-90,Taco Bell,63368,MO
611,O Fallon,US,38,-90,Jack in the Box,63366,MO
612,Saint Charles,US,38,-90,SONIC Drive In,63303,MO
613,Chambersburg,US,39,-77,Chick-fil-A,17201,PA
614,Saint Charles,US,38,-90,Penn Station East Coast Subs,63303,MO
615,Chambersburg,US,39,-77,Hardee's,17201,PA
616,Winchester,US,39,-78,Chick-fil-A,22601,VA
617,Shippensburg,US,40,-77,Wendy's,17257,PA
618,O Fallon,US,38,90,Dairy Queen,63366,MO
619,Chambersburg,US,39,-77,Burger King,17202,PA
620,Franklin,US,39,-84,Sonic Drive-In,45005,OH
621,Auburn,US,38,-121,McDonald's,95603,CA
622,Auburn,US,38,-121,Burger King,95603,CA
623,Shingle Springs,US,38,-120,Carl's Jr.,95682,CA
624,Placerville,US,38,-120,McDonald's,95667,CA
625,Quincy,US,42,-70,Pizza Hut,2169,MA
626,Port Saint Lucie,US,27,-80,Wendy's,34953,FL
627,Port Saint Lucie,US,27,-80,Burger King,34953,FL
629,Ponchatoula,US,30,-90,Taco Bell,70454,LA
630,Mandeville,US,30,-90,McDonald's,70448,LA
631,Covington,US,30,-90,SONIC Drive In,70433,LA
632,Burlington,US,48,-122,SUBWAY,98233,WA
633,Pontiac,US,42,-83,Arby's,48341,MI
634,Westford,US,42,-71,SUBWAY,1886,MA
635,Gloucester,US,37,-76,Chick-fil-A,23061,VA
636,Williamsburg,US,37,-76,McDonald's,23185,VA
637,Williamsburg,US,37,-76,Taco Bell,23185,VA
638,Gloucester,US,37,-76,McDonald's,23061,VA
639,Williamsburg,US,37,-76,McDonald's,23185,VA
640,Williamsburg,US,37,-76,Taco Bell,23185,VA
641,Williamsburg,US,37,-76,Wendy's,23185,VA
642,Williamsburg,US,37,-76,Cook Out,23185,VA
643,Seaside,US,36,-121,In-N-Out Burger,93955,CA
644,Ringwood,US,41,-74,McDonald's,7456,NJ
645,Flint,US,43,-83,Arby's,48504,MI
646,Trenton,US,42,-83,McDonald's,48183,MI
647,Flat Rock,US,42,-83,McDonalds,48134,MI
648,Trenton,US,42,-83,Jimmy John's,48183,MI
649,Flat Rock,US,42,-83,Taco Bell,48134,MI
650,Jackson,US,35,-88,KFC,38305,TN
651,Cleveland,US,41,-81,Wendy's,44130,OH
652,Mentor,US,41,-81,Mr. Hero,44060,OH
653,Marysville,US,40,-83,Jimmy John's,43040,OH
654,Port Saint Lucie,US,27,-80,Taco Bell,34986,FL
655,Port Saint Lucie,US,27,-80,McDonald's,34986,FL
656,Port Angeles,US,48,-123,Jimmy John's,98362,WA
657,Sturtevant,US,42,-87,Arby's,53177,WI
658,Raynham,US,41,-71,Taco Bell,2767,MA
659,Redlands,US,34,-117,Jack in the Box,92373,CA
660,Redlands,US,34,-117,Del Taco,92373,CA
661,Redlands,US,34,-117,McDonald's,92373,CA
662,Redlands,US,34,-117,Jack in the Box,92373,CA
663,Redlands,US,34,-117,Nick's Burgers,92373,CA
664,Redlands,US,34,-117,Wendy's,92373,CA
665,San Bernardino,US,34,-117,Taco Bell,92407,CA
666,San Bernardino,US,34,-117,Del Taco,92404,CA
667,San Bernardino,US,34,-117,Baker's Drive Thru,92407,CA
668,Manasquan,US,40,-74,Domino's Pizza,8736,NJ
669,Manasquan,US,40,-74,McDonald's,8736,NJ
670,Hazleton,US,40,-75,Burger King,18202,PA
671,Manasquan,US,40,-74,Jersey Mike's Subs,8736,NJ
672,Chagrin Falls,US,41,-81,McDonald's,44023,OH
673,Covington,US,33,-83,Wendy's,30014,GA
674,Midlothian,US,37,-77,Hardee's,23112,VA
675,Plainfield,US,39,-86,Arby's,46168,IN
676,Plainfield,US,39,-86,Chick-fil-A,46168,IN
677,Pelham,US,33,-86,SONIC Drive In,35124,AL
678,Birmingham,US,33,-86,Arby's,35235,AL
679,Spirit Lake,US,43,-95,Taco John's,51360,IA
680,Benton,US,34,-92,Taco Bell,72015,AR
681,El Cajon,US,32,-116,Jack in the Box,92021,CA
682,Gray,US,33,-83,Krystal,31032,GA
683,Vermilion,US,41,-82,Taco Bell,44089,OH
684,Chambersburg,US,39,-77,Arby's,17201,PA
685,Waynesboro,US,39,-77,Burger King,17268,PA
686,Petersburg,US,37,-77,McDonald's,23803,VA
687,Palm Springs,US,33,-116,Taco Bell,92262,CA
688,Minneapolis,US,45,-93,McDonald's,55428,MN
689,Weaverville,US,35,-82,Sonic Drive-In,28787,NC
691,Toms River,US,39,-74,Burger King,8755,NJ
692,Middletown,US,39,-84,Arby's,45042,OH
693,Auburn,US,38,-121,Carl's Jr.,95603,CA
694,Auburn,US,38,-121,Burger King,95603,CA
695,New Kensington,US,40,-79,McDonald's,15068,PA
696,Sheboygan,US,43,-87,Hardee's,53083,WI
698,Elysburg,US,40,-76,McDonald's,17824,PA
699,Oak Park,US,41,-87,Mickey's Gyros & Ribs,60302,IL
700,Williamsburg,US,37,-76,KFC,23185,VA
701,Clearfield,US,41,-78,Long John Silvers,16830,PA
702,Elizabethtown,US,40,-76,Burger King,17022,PA
703,Lancaster,US,40,-76,Five Guys,17602,PA
704,Ephrata,US,40,-76,Five Guys,17522,PA
706,Quarryville,US,39,-76,Burger King,17566,PA
707,Lancaster,US,40,-76,Burger King,17602,PA
708,Columbia,US,40,-76,Burger King,17512,PA
709,Fairborn,US,39,-83,Arby's,45324,OH
710,Westford,US,42,-71,Chipotle Mexican Grill,1886,MA
711,Elk River,US,45,-93,McDonald's,55330,MN
712,Bellefonte,US,40,-77,Burger King,16823,PA
713,Philipsburg,US,40,-78,McDonald's,16866,PA
714,Mechanicsburg,US,40,-76,Burger King,17050,PA
715,Mechanicsburg,US,40,-76,Five Guys,17050,PA
716,Slidell,US,30,-89,Chick-Fil-A,70460,LA
717,Lemoyne,US,40,-76,KFC,17043,PA
718,Mechanicsburg,US,40,-76,Wendy's,17050,PA
719,Carlisle,US,40,-77,McDonald's,17013,PA
720,Mechanicsburg,US,40,-76,McDonald's,17050,PA
721,Flint,US,43,-83,Taco Bell,48504,MI
722,Carlisle,US,40,-77,Waffle House,17013,PA
723,Elyria,US,41,-82,Rally's,44035,OH
724,Lemoyne,US,40,-76,Burger King,17043,PA
725,York,US,39,-76,McDonald's,17402,PA
726,Erie,US,42,-80,Five Guys,16509,PA
727,Bloomsburg,US,41,-76,Burger King,17815,PA
728,Bloomsburg,US,41,-76,McDonald's,17815,PA
729,Meadville,US,41,-80,Burger King,16335,PA
730,Canton,US,40,-81,Jimmy John's,44708,OH
731,Fredericksburg,US,38,-77,Arby's,22405,VA
732,Fredericksburg,US,38,-77,Hardee's,22408,VA
733,Fredericksburg,US,38,-77,McDonald's,22406,VA
734,Gordonsville,US,37,-78,Arby's,22942,VA
735,Vail,US,39,-106,McDonald's,81657,CO
736,Eagle,US,39,-106,Burger King,81631,CO
737,Gulf Shores,US,30,-87,Arby's,36542,AL
738,Foley,US,30,-87,Taco Bell,36535,AL
739,York,US,39,-76,KFC,17402,PA
740,Hanover,US,39,-76,KFC,17331,PA
741,Manasquan,US,40,-74,Wendy's,8736,NJ
742,Etters,US,40,-76,Burger King,17319,PA
743,Hanover,US,39,-76,Burger King,17331,PA
744,Cherry Hill,US,39,-75,Pei Wei,8002,NJ
745,Dover,US,40,-81,Taco Bell,44622,OH
746,Port Angeles,US,48,-123,Frugals,98362,WA
748,Temecula,US,33,-117,Jack in the Box,92590,CA
749,Hudson,US,44,-92,KFC,54016,WI
750,Bessemer,US,33,-86,Arby's,35023,AL
751,Bessemer,US,33,-86,McDonalds,35023,AL
752,Bessemer,US,33,-86,SONIC Drive In,35023,AL
753,Bessemer,US,33,-86,Captain D's,35023,AL
754,Kodak,US,35,-83,Krystal,37764,TN
755,Salisbury,US,35,-80,Bojangles' Famous Chicken 'n Biscuits,28147,NC
756,Seaside Heights,US,39,-74,Seaside Eatery,8751,NJ
757,Millville,US,39,-75,SUBWAY,8332,NJ
758,Toms River,US,39,-74,Chipotle Mexican Grill,8753,NJ
759,Minneapolis,US,45,-93,Taco Bell,55443,MN
760,Williamsport,US,41,-76,Burger King,17701,PA
761,Carson City,US,39,-119,Dairy Queen,89701,NV
762,Williamsport,US,41,-77,Burger King,17701,PA
763,Saint Louis,US,38,-90,Taco Bell,63136,MO
764,Saint Louis,US,38,-90,McDonald's,63136,MO
765,Placerville,US,38,-120,Jack in the Box,95667,CA
766,Fredericksburg,US,38,-77,Chick-fil-A,22407,VA
767,Palm Springs,US,33,-116,McDonald's,92262,CA
768,Winchester,US,39,-78,Bojangles' Famous Chicken 'n Biscuits,22603,VA
769,East Ellijay,US,34,-84,Burger King,30539,GA
770,Westborough,US,42,-71,Chick-fil-A,1581,MA
771,Mechanicsburg,US,40,-76,Arby's,17055,PA
772,Coldwater,US,41,-84,Jimmy John's,49036,MI
773,Morgantown,US,39,-79,Subway,26505,WV
775,Gloucester,US,37,-76,Sonic Drive-In,23061,VA
776,Southbridge,US,42,-72,McDonald's,1550,MA
778,Augusta,US,33,-82,Krystal,30907,GA
779,O Fallon,US,38,-90,Jimmy John's,63368,MO
780,Circle Pines,US,45,-93,Burger King,55014,MN
781,Augusta,US,33,-82,Krystal,30909,GA
782,Winston Salem,US,36,-80,Cook Out,27105,NC
783,Flint,US,43,-83,Burger King,48504,MI
784,Flat Rock,US,42,-83,KFC,48134,MI
785,Covington,US,30,-90,Chick-Fil-A,70433,LA
786,Columbia,US,34,-81,Burger King,29203,SC
787,Greenville,US,34,-82,Waffle House,29607,SC
788,Greenville,US,34,-82,Burger King,29611,SC
789,Clinton,US,34,-81,SONIC Drive In,29325,SC
790,Greenville,US,34,-82,Burger King,29607,SC
791,Greenville,US,34,-82,Burger King,29607,SC
792,West Columbia,US,33,-81,Waffle House,29169,SC
793,Camden,US,34,-80,Waffle House,29020,SC
794,Camden,US,34,-80,Wendy's,29020,SC
795,Elgin,US,34,-80,Bojangles' Famous Chicken 'n Biscuits,29045,SC
797,West Columbia,US,33,-81,Waffle House,29169,SC
798,Washington,US,42,-83,Arby's,48095,MI
799,Saluda,US,34,-81,Burger King,29138,SC
800,Columbia,US,33,-80,Burger King,29209,SC
801,Columbia,US,34,-81,Fazoli's,29212,SC
802,Lexington,US,33,-81,Burger King,29072,SC
803,West Columbia,US,33,-81,Burger King,29169,SC
804,Lexington,US,33,-81,Burger King,29072,SC
805,Harrisburg,US,40,-76,Arby's,17101,PA
806,Homestead,US,25,-80,Pollo Tropical,33033,FL
807,Gastonia,US,35,-81,Taco Bell,28054,NC
808,Gastonia,US,35,-81,Arby's,28054,NC
809,Cleveland,US,41,-81,Arby's,44130,OH
810,Berea,US,41,-81,Arby's,44017,OH
811,Flint,US,43,-83,Popeye's Chicken & Biscuits,48504,MI
812,Belleville,US,38,-89,Captain D's,62221,IL
813,Cincinnati,US,39,-84,White Castle,45246,OH
814,Cincinnati,US,39,-84,Wendy's,45240,OH
815,Cincinnati,US,39,-84,Wendy's,45241,OH
816,Cincinnati,US,39,-84,Arby's,45245,OH
817,West Chester,US,39,-84,Arby's,45069,OH
818,Cincinnati,US,39,-84,White Castle,45245,OH
819,Cincinnati,US,39,-84,Jimmy John's,45219,OH
820,Cincinnati,US,39,-84,McDonald's,45239,OH
821,New York,US,40,-74,Dunkin' Donuts,10038,NY
822,Pittston,US,41,-75,McDonald's,18640,PA
823,Pittston,US,41,-75,Wendy's,18640,PA
824,Nashua,US,42,-71,Chick-fil-A,3060,NH
825,Gainesville,US,38,-77,Chick-fil-A,20155,VA
826,Coopersville,US,43,-85,McDonald's,49404,MI
827,Grandville,US,42,-85,Wetzel's Pretzels,49418,MI
828,Philadelphia,US,40,-75,Chick-fil-A,19124,PA
829,Murfreesboro,US,35,-86,Hardee's,37129,TN
830,Mount Juliet,US,36,-86,Chick-fil-A,37122,TN
831,Stillwater,US,45,-92,Taco John's,55082,MN
832,Joliet,US,41,-88,McDonald's,60435,IL
834,Cincinnati,US,39,-84,McDonald's,45239,OH
835,Florence,US,38,-84,Rally's,41042,KY
836,Florence,US,38,-84,McDonald's,41042,KY
837,Florence,US,38,-84,Taco Bell,41042,KY
838,Florence,US,39,-84,Taco Bell,41042,KY
839,Cincinnati,US,39,-84,McDonald's,45205,OH
840,Florence,US,39,-84,Wendy's,41042,KY
841,Florence,US,39,-84,Taco Bell,41042,KY
842,Florence,US,38,-84,Wendy's,41042,KY
843,Hamilton,US,39,-84,Taco Bell,45011,OH
844,Hamilton,US,39,-84,White Castle,45011,OH
845,Hamilton,US,39,-84,McDonald's,45011,OH
846,Hamilton,US,39,-84,Taco Bell,45013,OH
847,Hamilton,US,39,-84,Sonic Drive-In,45013,OH
848,Hamilton,US,39,-84,Wendy's,45011,OH
849,Hamilton,US,39,-84,Arby's,45013,OH
850,West Chester,US,39,-84,Arby's,45069,OH
851,Fairfield,US,39,-84,McDonald's,45014,OH
852,Chehalis,US,46,-122,McDonald's,98532,WA
853,New Braunfels,US,29,-98,Chick-Fil-A,78132,TX
854,Georgetown,US,38,-84,Jimmy John's,40324,KY
855,Wooster,US,40,-81,Arby's,44691,OH
856,Yucaipa,US,34,-117,Baker's Drive Thru,92399,CA
857,Crestline,US,34,-117,McDonald's,92325,CA
858,Coopersville,US,43,-85,Taco Bell,49404,MI
859,Coopersville,US,43,-85,Arby's,49404,MI
860,Lake Villa,US,42,-88,Wendy's,60046,IL
861,Portage,US,41,-87,Five Guys,46368,IN
862,Belleville,US,38,-89,Taco Bell,62221,IL
863,Waterloo,US,38,-90,Taco Bell,62298,IL
864,Angola,US,41,-85,Wendy's,46703,IN
865,Angola,US,41,-84,McDonald's,46703,IN
866,Angola,US,41,-84,Taco Bell,46703,IN
867,Angola,US,41,-85,McDonald's,46703,IN
868,Sandusky,US,41,-82,Ryan's,44870,OH
869,Kenner,US,29,-90,McDonald's,70062,LA
870,Gettysburg,US,39,-77,McDonald's,17325,PA
871,Butler,US,41,74,Dairy Queen,7405,NJ
872,Cincinnati,US,39,-84,Steak 'n Shake,45209,OH
873,Sheboygan,US,43,-87,Jimmy John's,53083,WI
874,Hamilton,US,39,-84,Wendy's,45011,OH
875,Hamilton,US,39,-84,Chick-fil-A,45011,OH
876,Cincinnati,US,39,-84,McDonald's,45240,OH
877,Cincinnati,US,39,-84,White Castle,45213,OH
878,Cincinnati,US,39,-84,White Castle,45223,OH
879,Cincinnati,US,39,-84,Taco Bell,45223,OH
880,Fairfield,US,39,-84,Wendy's,45014,OH
881,Cincinnati,US,39,-84,Steak 'n Shake,45246,OH
882,West Chester,US,39,-84,McDonald's,45069,OH
883,West Chester,US,39,-84,Taco Bell,45069,OH
884,Hamilton,US,39,-84,McDonald's,45011,OH
885,West Chester,US,39,-84,Taco Bell,45069,OH
886,West Chester,US,39,-84,White Castle,45069,OH
887,West Chester,US,39,-84,Sonic Drive-In,45069,OH
888,West Chester,US,39,-84,Wendy's,45069,OH
889,Loveland,US,39,-84,Wendy's,45140,OH
890,Cincinnati,US,39,-84,Taco Bell,45245,OH
891,Cincinnati,US,39,-84,SONIC Drive In,45245,OH
892,Monroe,US,39,-84,McDonald's,45050,OH
893,Fairfield,US,39,-84,Long John Silvers,45014,OH
894,Amelia,US,39,-84,McDonald's,45102,OH
895,Loveland,US,39,-84,Taco Bell,45140,OH
897,Dundee,US,41,-83,Arby's,48131,MI
898,Dundee,US,41,-83,Wendy's,48131,MI
899,Dundee,US,41,-83,Taco Bell,48131,MI
900,Anderson,US,40,-85,Wendy's,46011,IN
901,Anderson,US,40,-85,Taco Bell,46011,IN
902,Heber City,US,40,-111,Granny's Drive-In,84032,UT
903,New York,US,40,-73,SUBWAY,10030,NY
904,Lees Summit,US,38,-94,Long John Silvers,64086,MO
905,Branson,US,36,-93,McDonald's,65616,MO
906,Branson,US,36,-93,Wendy's,65616,MO
907,Branson,US,36,-93,Taco Bell,65616,MO
908,Randolph A F B,US,29,-98,Burger King,78150,TX
909,Hamilton,US,39,-84,Jolly's Drive-In,45011,OH
910,Catasauqua,US,40,-75,Blondies,18032,PA
911,Amherst,US,41,-82,Great Steak,44001,OH
913,Baytown,US,29,-94,Sonic,77523,TX
914,Loomis,US,38,-121,Taco Bell,95650,CA
915,O Fallon,US,38,-90,Rallys,63366,MO
916,Saint Charles,US,38,-90,McDonald's,63301,MO
918,Saint Charles,US,38,-90,Lee's Famous Recipe Chicken,63301,MO
919,Belleville,US,38,-89,McDonald's,62221,IL
920,O Fallon,US,38,-90,Arby's,63366,MO
921,Saint Peters,US,38,-90,Jack in the Box,63376,MO
922,Winchester,US,39,-78,Arby's,22601,VA
923,Shippensburg,US,40,-77,KFC,17257,PA
924,Chambersburg,US,39,-77,Wendy's,17201,PA
925,Chambersburg,US,39,-77,McDonald's,17201,PA
926,Chambersburg,US,39,-77,McDonald's,17201,PA
927,Mercersburg,US,39,-77,McDonald's,17236,PA
928,Vineland,US,39,-74,Boston Market,8360,NJ
929,Millville,US,39,-75,McDonald's,8332,NJ
930,Toms River,US,39,-74,SUBWAY,8753,NJ
931,Shawano,US,44,-88,Taco Bell,54166,WI
932,Angola,US,41,-84,Arby's,46703,IN
933,Fremont,US,41,-85,Wendy's,46737,IN
934,Angola,US,41,-85,Taco Bell,46703,IN
935,Pine Grove,US,40,-76,Burger King,17963,PA
936,Jonestown,US,40,-76,Wendy's,17038,PA
937,Stillwater,US,45,-92,McDonald's,55082,MN
938,Milford,US,42,-71,Five Guys,1757,MA
939,Macomb,US,42,-82,White Castle,48044,MI
940,Portsmouth,US,43,-70,Five Guys,3801,NH
941,Harrodsburg,US,37,-84,Arby's,40330,KY
942,Harrodsburg,US,37,-84,Subway,40330,KY
943,Harrodsburg,US,37,-84,SONIC Drive In,40330,KY
944,Cincinnati,US,39,-84,McDonald's,45213,OH
945,Hamilton,US,39,-84,Arby's,45011,OH
946,Miamitown,US,39,-84,Wendy's,45041,OH
947,Cincinnati,US,39,-84,Jack in the Box,45213,OH
948,Cincinnati,US,39,-84,Burger King,45251,OH
949,Cincinnati,US,39,-84,Taco Bell,45251,OH
950,Cincinnati,US,39,-84,McDonald's,45240,OH
951,Hamilton,US,39,-84,Taco Bell,45011,OH
952,Hamilton,US,39,-84,Wendy's,45011,OH
953,West Chester,US,39,-84,Arby's,45069,OH
954,Cincinnati,US,39,-84,White Castle,45241,OH
955,Cincinnati,US,39,-84,Taco Bell,45241,OH
956,Cincinnati,US,39,-84,McDonald's,45241,OH
957,Amelia,US,39,-84,Burger King,45102,OH
958,Amelia,US,39,-84,Taco Bell,45102,OH
959,Cincinnati,US,39,-84,Burger King,45245,OH
960,Cincinnati,US,39,-84,Wendy's,45245,OH
961,Cincinnati,US,39,-84,McDonald's,45227,OH
962,West Chester,US,39,-84,McDonald's,45069,OH
963,Reading,US,40,-75,Pizza Hut,19605,PA
964,Sequim,US,48,-123,Jack in the Box,98382,WA
965,Denver,US,39,-104,Little Caesars Pizza,80233,CO
966,Boston,US,42,-71,Subway,2111,MA
967,Raymore,US,38,-94,Culver's,64083,MO
968,Port Huron,US,43,-82,Arby's,48060,MI
969,Key Largo,US,25,-80,Wendy's,33037,FL
970,Covington,US,30,-90,Taco Bell,70433,LA
971,Lawrenceville,US,33,-84,Waffle House,30045,GA
972,Walled Lake,US,42,-83,Arby's,48390,MI
974,Denver,US,39,-105,Domino's Pizza,80260,CO
975,Williamsburg,US,37,-76,Hardee's,23185,VA
976,Williamsburg,US,37,-76,Taco Bell,23185,VA
977,Williamsburg,US,37,-76,QDOBA Mexican Eats,23185,VA
978,Williamsburg,US,37,-76,McDonald's,23185,VA
979,Gloucester,US,37,-76,Wendy's,23061,VA
980,Gloucester,US,37,-76,Hardee's,23061,VA
981,Jasper,US,34,-84,Bojangles' Famous Chicken 'n Biscuits,30143,GA
982,Sumner,US,47,-122,McDonald's,98390,WA
983,Mechanicsburg,US,40,-76,Wendy's,17050,PA
984,Lemoyne,US,40,-76,Taco Bell,17043,PA
985,Bloomsburg,US,41,-76,Arby's,17815,PA
986,Bloomsburg,US,41,-76,Taco Bell,17815,PA
987,Pittston,US,41,-75,Burger King,18640,PA
988,Quincy,US,42,-71,Dunkin' Donuts,2171,MA
989,Trenton,US,42,-83,Wendy's,48183,MI
990,Flat Rock,US,42,-83,Arby's,48134,MI
991,Trenton,US,42,-83,McDonald's,48183,MI
992,Port Saint Lucie,US,27,-80,Wendy's,34986,FL
993,Zanesville,US,39,-82,Taco Bell,43701,OH
994,Zanesville,US,39,-82,Arby's,43701,OH
995,Zanesville,US,39,-82,McDonald's,43701,OH
996,Zanesville,US,39,-82,Arby's,43701,OH
997,Minneapolis,US,45,-93,Culver's,55429,MN
998,New Baltimore,US,42,-82,Arby's,48047,MI
999,Cleveland,US,41,-81,McDonald's,44130,OH
1000,Avon,US,41,-82,Jimmy John's,44011,OH
1001,Crystal Lake,US,42,-88,Taco Bell,60014,IL
1002,Arlington,US,38,-77,Chick-fil-A,22203,VA
1003,Oklahoma City,US,35,-97,Waffle House,73115,OK
1004,Whitehall,US,43,-86,Arby's,49461,MI
1006,Trenton,US,40,-74,McDonald's,8638,NJ
1007,Highland,US,41,-87,McDonald's,46322,IN
1008,Antioch,US,42,-88,Domino's Pizza,60002,IL
1009,Ocala,US,29,-82,Taco Bell,34473,FL
1010,Bryson City,US,35,-83,Arby's,28713,NC
1011,Sevierville,US,35,-83,Chick-Fil-A,37862,TN
1012,Bryson City,US,35,-83,Bojangles' Famous Chicken 'n Biscuits,28713,NC
1014,Chattanooga,US,35,-85,Hardee's,37421-3221,TN
1016,Winter Haven,US,28,-81,Five Guys,33880,FL
1017,Oklahoma City,US,35,-97,Taco Mayo,73115,OK
1018,Rock Hill,US,34,-80,Bojangles' Famous Chicken 'n Biscuits,29732,SC
1019,Towson,US,39,-76,Burger King,21204,MD
1020,Saint Paul,US,45,-93,Jimmy John's,55109,MN
1021,Utica,US,42,-82,Jimmy John's,48315,MI
1022,Bastrop,US,32,-91,Wendy's,71220,LA
1023,Winnsboro,US,32,-91,McDonald's,71295,LA
1024,Bastrop,US,32,-91,Burger King,71220,LA
1025,Spanaway,US,47,-122,Burger King,98387,WA
1026,East Falmouth,US,41,-70,Burger King,2536,MA
1027,Gramercy,US,30,-90,McDonald's,70052,LA
1028,Homer,US,32,-93,McDonald's,71040,LA
1029,Many,US,31,-93,Burger King,71449,LA
1030,Many,US,31,-93,McDonald's,71449,LA
1031,Mansura,US,31,-92,Wendy's,71350,LA
1032,Marksville,US,31,-92,Taco Bell,71351,LA
1033,Bunkie,US,30,-92,McDonald's,71322,LA
1034,Leonardtown,US,38,-76,Arby's,20650,MD
1035,Broken Arrow,US,36,-95,Pei Wei,74012,OK
1036,Lee,US,42,-73,McDonald's,1238,MA
1037,Tompkinsville,US,36,-85,McDonald's,42167,KY
